,,,ISO-3 Code,AFG,ALB,DZA,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,FSM,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,LCA,VCT,WSM,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TON,TTO,TUN,TUR,TKM,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,,,
Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Nasopharynx,0.1,0.0,0.6,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.0,21.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,.,.,0.0,0.0,.,3.0,7.9,0.2,0.1,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,.,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.2,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.2,0.1,0.1,0.0,0.2,0.0,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.2,0.2,0.0,0.1,0.4,0.8,0.0,0.1,0.0,0.0,3.4,0.2,0.1,0.0,,,
Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Other pharynx,0.3,0.0,0.1,0.1,0.0,0.3,0.0,0.3,0.2,0.1,0.0,0.0,8.6,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.2,0.0,0.0,0.2,0.3,0.5,0.0,0.0,0.1,0.1,4.8,0.2,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.3,0.1,0.3,0.2,0.0,0.3,0.0,0.4,0.1,0.0,0.0,0.0,0.1,0.0,0.1,2.4,0.0,0.0,0.1,3.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,.,35.5,1.7,0.2,0.1,0.1,0.0,1.1,0.0,3.3,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.1,2.2,0.0,0.5,0.3,0.0,0.0,0.1,0.3,0.0,0.0,2.5,0.0,0.1,0.1,0.1,1.1,1.0,0.4,0.0,0.4,0.2,1.1,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.1,0.4,0.1,0.0,0.0,0.6,0.1,1.0,0.9,0.3,0.0,0.0,0.1,0.2,0.1,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.1,1.6,0.0,1.1,0.3,4.4,0.1,0.3,0.0,0.2,0.5,0.1,0.0,0.0,,,
Noncommunicable diseases,Malignant neoplasms,Oesophagus cancer,,1.4,0.1,0.2,0.5,0.0,2.1,0.0,1.4,0.4,0.4,0.0,0.0,13.0,0.0,0.5,0.8,0.0,0.0,0.0,0.1,0.1,0.1,10.2,0.0,0.2,0.1,0.6,0.2,0.1,2.1,0.0,0.1,0.1,0.7,196.6,0.9,0.0,0.0,0.1,0.1,0.2,0.8,0.0,0.6,1.5,1.9,0.5,0.0,0.1,0.2,1.4,0.1,0.0,0.1,0.1,1.6,0.0,0.3,4.5,0.0,0.0,0.0,6.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.6,0.0,41.3,2.2,5.3,0.2,0.4,0.2,2.0,0.1,12.5,0.0,1.4,3.6,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.9,1.9,0.4,0.0,0.1,0.0,0.0,0.0,1.1,0.0,0.3,0.0,0.3,1.2,3.5,0.0,0.5,2.0,0.3,0.0,0.1,0.3,0.2,0.0,5.1,0.1,0.1,0.2,0.3,0.7,1.5,0.6,0.0,1.7,0.1,0.8,8.3,0.6,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.2,0.3,0.1,0.0,0.5,4.0,0.6,2.0,1.2,1.1,0.0,0.0,0.5,0.5,0.1,0.5,2.3,0.0,0.0,0.2,0.0,0.0,0.1,2.6,0.7,2.4,1.9,0.1,8.8,2.3,17.2,0.3,0.8,0.0,0.4,1.3,0.5,0.5,0.4,,,
Noncommunicable diseases,Malignant neoplasms,Stomach cancer,,1.9,0.7,1.7,0.4,0.0,3.3,0.4,1.3,1.0,1.1,0.0,0.0,6.1,0.0,2.4,0.9,0.0,0.1,0.1,0.6,0.5,0.0,17.8,0.0,1.3,0.3,0.2,0.5,0.3,2.2,0.0,0.1,0.1,3.7,326.5,6.8,0.0,0.1,0.8,0.6,0.9,0.9,0.1,1.1,3.5,2.0,0.5,0.0,0.7,2.5,1.7,0.9,0.0,0.1,0.3,1.5,0.0,0.5,5.6,0.0,0.0,0.6,11.0,0.5,1.3,0.0,1.8,0.2,0.0,0.0,0.5,0.8,1.7,0.0,61.4,5.7,8.9,0.9,0.3,0.5,11.4,0.2,54.5,0.2,2.8,1.9,0.0,0.0,0.8,0.1,0.5,0.2,0.0,0.1,0.2,0.8,0.0,0.6,0.2,0.9,0.0,0.7,0.0,0.1,0.1,6.3,0.0,0.5,0.1,1.2,0.1,4.8,0.0,1.2,1.4,0.3,0.5,0.2,2.0,0.4,0.1,3.8,0.4,0.3,0.3,3.8,2.0,5.0,2.6,0.0,11.1,0.5,3.6,37.5,0.5,0.0,0.0,0.0,0.0,0.5,0.4,1.2,0.0,0.1,0.5,0.8,0.4,0.0,0.3,1.8,0.3,6.2,1.1,0.4,0.0,0.0,0.6,0.6,0.7,0.8,2.5,0.4,0.0,0.3,0.0,0.1,0.4,9.8,0.6,0.7,9.4,0.1,5.3,0.8,13.0,0.5,2.1,0.0,2.5,13.3,0.4,0.3,0.4,,,
Noncommunicable diseases,Malignant neoplasms,Colon and rectum cancers,,0.8,0.2,2.3,0.4,0.0,8.5,0.4,5.8,2.5,0.4,0.1,0.0,3.4,0.1,2.8,3.5,0.0,0.2,0.0,0.5,0.8,0.0,19.7,0.1,2.8,0.2,0.3,0.7,0.4,9.5,0.0,0.1,0.3,2.6,149.0,4.2,0.0,0.1,0.6,0.6,2.2,2.6,0.2,3.9,4.1,1.8,2.1,0.0,0.7,1.0,2.8,0.4,0.0,0.2,0.5,3.5,0.0,1.3,20.8,0.0,0.0,0.3,29.0,0.5,2.6,0.0,0.4,0.1,0.0,0.0,0.4,0.3,5.3,0.1,53.4,20.5,4.7,1.0,1.1,1.5,21.7,0.3,54.4,0.7,2.3,1.5,0.0,0.1,0.3,0.3,0.8,0.5,0.0,0.1,0.4,1.1,0.1,0.9,0.2,2.6,0.0,0.5,0.1,0.1,0.1,5.7,0.0,0.1,0.2,1.9,0.2,3.2,0.1,0.6,5.8,1.3,0.3,0.4,3.6,1.8,0.1,4.5,0.4,0.3,0.5,2.0,7.6,11.4,4.4,0.1,9.6,0.9,6.5,47.6,0.3,0.0,0.0,0.0,0.0,1.3,0.3,3.2,0.0,0.1,1.3,2.3,0.8,0.0,0.3,3.9,0.4,17.3,0.4,0.9,0.1,0.0,3.1,1.9,1.5,0.2,7.9,0.5,0.1,0.1,0.0,0.2,0.8,8.4,0.3,0.9,14.0,0.1,18.8,1.1,60.4,1.2,0.8,0.0,2.1,5.2,0.5,0.3,0.4,,,
Noncommunicable diseases,Malignant neoplasms,Liver cancer,,0.8,0.3,0.5,0.5,0.0,2.1,0.3,1.6,0.9,0.5,0.0,0.0,2.9,0.0,0.4,0.9,0.0,0.6,0.0,0.3,0.5,0.0,10.3,0.0,0.9,1.4,0.3,2.3,0.8,2.4,0.1,0.2,0.5,1.2,396.8,2.3,0.0,0.2,0.3,2.3,0.5,0.8,0.1,0.8,5.1,3.9,0.4,0.0,0.9,0.9,17.6,0.5,0.0,0.1,0.1,1.0,0.1,0.5,9.0,0.1,0.2,0.4,8.0,2.1,1.5,0.0,1.5,1.2,0.1,0.0,0.5,0.6,0.8,0.0,28.6,18.4,1.6,0.7,0.3,0.4,10.1,0.1,32.4,0.2,1.1,1.2,0.0,0.1,0.3,2.2,0.1,0.1,0.1,0.4,0.2,0.2,0.1,0.5,0.2,1.9,0.0,0.4,0.0,0.3,0.0,6.1,0.0,1.6,0.1,0.3,0.6,4.9,0.0,0.2,1.0,0.2,0.5,0.6,12.8,0.2,0.1,4.5,0.2,0.6,0.2,1.8,8.0,2.1,1.1,0.1,12.4,0.5,3.1,11.1,0.8,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.0,0.5,0.8,0.4,0.3,0.0,0.2,2.2,0.4,5.2,0.7,1.0,0.0,0.1,0.7,0.7,0.6,0.3,20.6,0.2,0.0,0.5,0.0,0.1,0.1,2.4,0.3,1.4,2.3,0.1,4.9,0.6,24.6,0.1,1.0,0.0,1.1,27.2,0.4,0.2,0.5,,,
Noncommunicable diseases,Malignant neoplasms,Liver cancer,Liver cancer secondary to hepatitis B,0.4,0.1,0.1,0.2,0.0,0.3,0.1,0.6,0.2,0.2,0.0,0.0,1.3,0.0,0.1,0.2,0.0,0.3,0.0,0.2,0.1,0.0,3.0,0.0,0.2,0.8,0.1,0.9,0.4,0.3,0.0,0.1,0.3,0.2,210.2,0.6,0.0,0.1,0.1,1.1,0.1,0.3,0.0,0.2,2.7,1.2,0.1,0.0,0.3,0.5,1.7,0.1,0.0,0.0,0.0,0.3,0.0,0.1,1.9,0.0,0.2,0.2,1.0,1.1,0.5,0.0,0.4,0.7,0.1,0.0,0.2,0.1,0.1,0.0,15.3,5.3,0.8,0.3,0.0,0.1,1.3,0.0,8.8,0.1,0.3,0.4,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.1,1.0,0.0,0.2,0.0,0.2,0.0,0.9,0.0,0.7,0.0,0.1,0.3,2.2,0.0,0.1,0.2,0.1,0.1,0.4,6.5,0.0,0.0,1.3,0.0,0.4,0.1,1.0,3.2,0.4,0.2,0.0,7.5,0.1,0.5,3.4,0.1,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0,0.2,0.5,0.1,0.0,0.0,0.1,0.6,0.1,0.7,0.3,0.3,0.0,0.0,0.1,0.1,0.2,0.1,8.6,0.1,0.0,0.3,0.0,0.0,0.0,0.9,0.1,0.4,0.5,0.0,0.6,0.2,3.1,0.0,0.5,0.0,0.2,10.3,0.2,0.1,0.3,,,
Noncommunicable diseases,Malignant neoplasms,Liver cancer,Liver cancer secondary to hepatitis C,0.2,0.1,0.2,0.2,0.0,0.7,0.1,0.3,0.3,0.2,0.0,0.0,0.9,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.2,0.0,3.2,0.0,0.3,0.2,0.1,0.4,0.1,1.0,0.0,0.1,0.1,0.5,16.0,0.9,0.0,0.1,0.1,0.3,0.1,0.2,0.0,0.2,0.8,1.5,0.2,0.0,0.2,0.1,12.6,0.2,0.0,0.0,0.0,0.4,0.0,0.2,3.3,0.0,0.0,0.2,2.8,0.2,0.4,0.0,0.7,0.2,0.0,0.0,0.1,0.3,0.2,0.0,4.9,6.5,0.4,0.2,0.1,0.2,6.3,0.0,17.2,0.0,0.3,0.3,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.3,0.0,0.1,0.0,0.0,0.0,2.7,0.0,0.5,0.0,0.2,0.2,1.0,0.0,0.0,0.4,0.0,0.2,0.1,1.3,0.1,0.0,2.3,0.1,0.0,0.1,0.2,1.1,0.7,0.4,0.0,1.9,0.1,0.8,1.4,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.5,0.2,3.1,0.2,0.4,0.0,0.0,0.3,0.3,0.2,0.1,3.1,0.1,0.0,0.1,0.0,0.0,0.1,0.9,0.1,0.3,0.6,0.0,2.3,0.1,9.1,0.0,0.3,0.0,0.4,4.2,0.1,0.1,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Liver cancer,Liver cancer secondary to alcohol use,0.1,0.0,0.1,0.2,0.0,1.0,0.0,0.6,0.5,0.1,0.0,0.0,0.3,0.0,0.3,0.4,0.0,0.1,0.0,0.1,0.1,0.0,3.4,0.0,0.4,0.3,0.1,0.8,0.3,0.7,0.0,0.0,0.1,0.5,129.1,0.6,0.0,0.1,0.1,0.7,0.3,0.2,0.0,0.4,0.9,0.9,0.2,0.0,0.2,0.2,2.1,0.1,0.0,0.0,0.1,0.3,0.0,0.2,3.3,0.0,0.0,0.1,3.5,0.7,0.5,0.0,0.2,0.2,0.0,0.0,0.1,0.1,0.4,0.0,5.7,2.7,0.1,0.1,0.1,0.1,2.0,0.0,5.3,0.0,0.4,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.3,0.0,0.1,0.1,0.9,0.0,0.0,0.3,0.1,0.1,0.1,4.3,0.1,0.0,0.4,0.1,0.1,0.0,0.5,2.8,0.9,0.4,0.0,2.6,0.3,1.7,5.8,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.2,0.1,0.2,0.1,0.0,0.0,1.0,0.1,1.1,0.2,0.2,0.0,0.0,0.2,0.3,0.1,0.0,7.6,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.6,1.1,0.0,1.8,0.3,9.4,0.1,0.1,0.0,0.4,9.8,0.0,0.1,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Liver cancer,Other liver cancer,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.0,0.3,0.1,0.3,0.0,0.0,0.0,0.1,41.5,0.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.7,0.3,0.0,0.0,0.1,0.1,1.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.2,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,2.7,3.8,0.2,0.1,0.0,0.0,0.5,0.0,1.1,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,0.1,0.0,0.1,0.1,0.7,0.0,0.0,0.5,0.0,0.1,0.0,0.2,0.9,0.1,0.1,0.0,0.3,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.2,0.0,3.0,0.0,0.1,0.0,0.1,3.0,0.0,0.0,0.0,,,
Noncommunicable diseases,Malignant neoplasms,Pancreas cancer,,0.2,0.2,0.5,0.1,0.0,4.6,0.3,2.6,1.6,0.2,0.0,0.0,0.8,0.0,0.8,1.7,0.0,0.1,0.0,0.2,0.4,0.0,9.9,0.0,1.1,0.1,0.1,0.2,0.1,4.3,0.0,0.0,0.1,1.3,69.7,1.9,0.0,0.0,0.3,0.3,0.8,0.9,0.1,2.0,1.6,0.4,1.0,0.0,0.3,0.5,2.5,0.2,0.0,0.0,0.2,0.5,0.0,1.1,10.9,0.0,0.0,0.2,17.2,0.2,1.7,0.0,0.2,0.0,0.0,0.0,0.2,0.2,2.0,0.1,15.7,6.3,1.2,0.5,0.5,1.0,11.0,0.1,33.2,0.2,2.6,0.6,0.0,0.1,0.2,0.0,0.4,0.2,0.0,0.0,0.2,0.5,0.1,0.3,0.0,0.9,0.0,0.1,0.1,0.0,0.1,4.0,0.0,0.1,0.1,0.6,0.4,0.9,0.0,0.2,2.8,0.5,0.2,0.1,1.9,0.8,0.0,0.6,0.1,0.1,0.3,1.3,1.8,5.0,1.5,0.0,5.3,0.4,2.9,18.4,0.1,0.0,0.0,0.0,0.0,0.4,0.1,1.2,0.0,0.0,0.5,0.8,0.4,0.0,0.1,2.3,0.1,6.3,0.2,0.2,0.0,0.0,1.9,1.2,0.5,0.1,2.0,0.2,0.0,0.1,0.0,0.1,0.2,3.4,0.1,0.3,4.5,0.1,8.9,0.1,40.6,0.6,0.4,0.0,1.2,0.7,0.2,0.1,0.2,,,
Noncommunicable diseases,Malignant neoplasms,"Trachea, bronchus, lung cancers",,1.1,1.1,2.7,0.2,0.0,11.2,0.9,8.5,3.9,1.1,0.0,0.1,12.1,0.0,3.4,7.0,0.0,0.1,0.0,0.4,1.8,0.0,28.4,0.1,3.6,0.2,0.1,1.2,0.2,20.4,0.0,0.0,0.1,3.1,635.6,5.5,0.0,0.0,0.4,0.2,2.8,5.5,0.4,5.3,13.5,0.4,3.9,0.0,1.2,1.0,4.9,0.4,0.0,0.1,0.7,1.6,0.0,2.3,33.6,0.1,0.0,1.0,46.9,0.3,6.3,0.0,0.4,0.1,0.0,0.0,0.5,0.3,8.7,0.1,84.9,34.5,4.8,2.3,1.9,2.0,34.4,0.4,78.2,0.6,3.9,0.5,0.0,0.1,0.5,0.5,1.0,0.9,0.0,0.0,0.7,1.4,0.2,0.8,0.1,4.6,0.0,0.2,0.2,0.0,0.2,6.8,0.0,0.4,0.3,3.9,0.4,8.4,0.0,2.7,10.8,1.7,0.3,0.0,1.0,2.3,0.1,6.6,0.3,0.3,0.7,2.8,11.4,23.0,4.2,0.1,19.0,1.0,10.5,61.3,0.1,0.0,0.0,0.0,0.0,0.9,0.1,5.9,0.0,0.0,1.9,2.4,1.2,0.0,0.1,7.9,0.1,22.0,1.4,0.4,0.1,0.0,3.7,3.3,1.9,0.3,20.0,0.9,0.2,0.1,0.0,0.2,1.7,24.4,0.5,0.4,16.1,0.2,36.3,0.2,161.5,1.4,1.5,0.0,4.2,21.7,0.4,0.1,0.3,,,
Noncommunicable diseases,Malignant neoplasms,Melanoma and other skin cancers,,0.2,0.1,0.2,0.2,0.0,1.2,0.1,2.4,0.5,0.1,0.0,0.0,0.3,0.0,0.3,0.5,0.0,0.0,0.0,0.2,0.1,0.0,4.1,0.0,0.3,0.1,0.1,0.2,0.1,1.6,0.0,0.0,0.1,0.5,19.6,0.9,0.0,0.0,0.1,0.1,0.3,0.4,0.0,0.6,0.2,0.7,0.4,0.0,0.2,0.3,0.2,0.1,0.0,0.0,0.1,0.2,0.0,0.3,3.0,0.0,0.0,0.1,4.2,0.1,0.5,0.0,0.2,0.1,0.0,.,0.1,0.1,0.6,0.0,4.4,1.9,0.4,0.1,0.2,0.4,2.8,0.0,1.8,0.0,0.7,0.2,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.3,0.2,0.6,0.0,0.1,1.0,0.5,0.1,0.1,0.5,0.4,0.0,0.5,0.0,0.2,0.1,0.4,0.4,2.1,0.5,0.0,0.5,0.1,1.0,6.7,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.0,0.0,0.0,0.3,0.2,0.0,0.0,1.7,0.1,1.8,0.2,0.2,0.0,0.0,0.7,0.5,0.1,0.0,2.2,0.1,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.2,1.4,0.0,3.4,0.3,14.7,0.1,0.2,0.0,0.5,0.4,0.1,0.1,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Melanoma and other skin cancers,Malignant skin melanoma,0.1,0.0,0.1,0.1,0.0,0.6,0.1,1.7,0.4,0.0,0.0,0.0,0.1,0.0,0.2,0.4,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.2,0.0,0.1,0.1,0.1,1.1,0.0,0.0,0.0,0.2,6.7,0.4,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.4,0.0,0.6,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.2,2.1,0.0,0.0,0.0,3.3,0.1,0.2,0.0,0.0,0.1,0.0,.,0.0,0.0,0.4,0.0,1.3,0.6,0.2,0.0,0.2,0.2,2.0,0.0,0.7,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.9,0.4,0.0,0.0,0.3,0.4,0.0,0.2,0.0,0.1,0.0,0.2,0.1,1.4,0.3,0.0,0.3,0.1,0.5,4.2,0.1,0.0,.,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.6,0.1,1.1,0.0,0.1,0.0,0.0,0.6,0.4,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,1.1,0.0,2.6,0.3,10.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Melanoma and other skin cancers,Non-melanoma skin cancer,0.1,0.0,0.1,0.1,.,0.5,0.0,0.7,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,2.1,0.0,0.1,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.3,12.8,0.5,0.0,0.0,0.1,0.0,0.1,0.3,0.0,0.2,0.2,0.2,0.1,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.1,0.8,0.1,0.3,.,0.2,0.0,0.0,.,0.1,0.1,0.2,.,3.0,1.3,0.2,0.1,0.1,0.1,0.8,0.0,1.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.1,0.2,0.3,0.7,0.2,0.0,0.3,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.7,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.8,0.1,4.0,0.0,0.1,0.0,0.4,0.3,0.0,0.0,0.0,,,
Noncommunicable diseases,Malignant neoplasms,Breast cancer,,2.0,0.3,3.1,0.7,0.0,6.6,0.4,3.2,1.8,0.5,0.1,0.0,7.7,0.1,1.4,2.7,0.0,0.6,0.0,0.3,0.4,0.1,18.4,0.0,1.4,0.7,0.5,0.6,1.4,5.8,0.0,0.3,0.8,1.5,49.0,3.8,0.0,0.2,0.4,1.3,1.1,1.6,0.2,1.8,2.5,3.1,1.3,0.1,0.7,0.8,7.4,0.3,0.0,0.4,0.3,7.7,0.1,0.9,14.1,0.0,0.0,0.5,19.8,1.1,2.3,0.0,0.4,0.3,0.1,0.1,0.5,0.3,2.2,0.1,76.4,21.3,3.5,2.2,0.8,1.2,13.6,0.3,14.2,0.5,1.9,2.4,0.0,0.1,0.3,0.2,0.5,0.7,0.0,0.2,0.2,0.6,0.1,1.1,0.4,2.8,0.0,0.8,0.1,0.2,0.2,6.4,0.0,0.0,0.1,3.1,0.7,2.9,0.1,1.1,3.7,0.7,0.3,0.8,14.9,0.7,0.1,17.9,0.3,0.5,0.5,1.3,9.0,5.5,1.9,0.0,2.2,0.5,3.7,28.7,0.3,0.0,0.0,0.0,0.0,0.9,0.5,2.0,0.0,0.3,0.6,1.0,0.5,0.0,0.6,4.9,0.7,7.1,1.2,2.0,0.0,0.0,1.6,1.5,1.6,0.2,5.3,0.3,0.1,0.3,0.0,0.2,0.7,5.8,0.2,1.3,9.0,0.2,13.3,1.5,47.3,0.8,1.6,0.0,2.8,3.2,1.1,0.4,0.5,,,
Noncommunicable diseases,Malignant neoplasms,Cervix uteri cancer,,0.6,0.0,0.6,1.2,0.0,2.1,0.1,0.4,0.2,0.2,0.0,0.0,6.7,0.0,0.4,0.2,0.0,0.4,0.0,0.9,0.1,0.1,9.2,0.0,0.4,1.0,1.2,0.8,1.2,0.6,0.0,0.2,0.5,0.7,29.1,2.7,0.1,0.2,0.2,0.9,0.2,0.6,0.0,0.4,1.1,5.2,0.1,0.0,0.6,0.9,0.4,0.4,0.0,0.2,0.1,5.0,0.1,0.1,1.4,0.0,0.1,0.2,1.9,1.6,0.2,0.0,0.6,0.9,0.1,0.1,0.6,0.4,0.6,0.0,68.9,10.0,0.4,0.2,0.1,0.1,1.1,0.2,3.9,0.0,1.3,2.7,0.0,0.0,0.3,0.2,0.1,0.0,0.2,0.3,0.1,0.2,0.0,1.9,2.1,0.7,0.0,1.4,0.0,0.2,0.1,4.8,0.0,0.1,0.0,1.2,4.0,3.0,0.1,1.6,0.3,0.1,0.5,0.3,8.8,0.1,0.0,3.1,0.2,0.5,0.5,1.7,3.6,1.7,0.4,0.0,1.1,0.2,2.0,8.0,0.9,0.0,0.0,0.0,0.0,0.1,1.0,0.6,0.0,0.4,0.1,0.3,0.1,0.0,0.6,5.1,0.7,1.0,0.6,0.6,0.0,0.1,0.2,0.1,0.1,0.1,4.5,0.1,0.0,0.2,0.0,0.1,0.1,0.7,0.1,2.4,2.7,0.0,1.2,4.7,7.5,0.2,0.9,0.0,2.3,3.2,0.1,1.4,1.1,,,
